TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,,2P%,2P%D,3P%,3P%D,,,,,3PR,3PRD,ADJ T.,,,,,,,,WAB,,
"Coastal Carolina",82.06110791843,98.251571669888,0.1119703350126,0–1,0,1,26.1,56,26.1,32,21.3,12,32.1,43.2,75.2,26.1,57.4,17.4,35.7,0,15.2,62.5,75.7,33.3,37.3,75.2,,,,2021,,,,-0.10055112742506,55.6,58.3
Washington,93.082977045794,88.456168793552,0.64251984245195,0–9,0,9,40.5,55.4,19.6,22.1,27.3,24.1,29.9,40.8,68.3,38.2,56.9,29.6,35.6,5.8,15,49.7,63.7,37.2,41.7,69.4,,,,2021,,,,-1.2658510336177,64.3,71.2
"Louisiana Monroe",74.627863801403,102.83254208504,0.024440704032793,0–1,0,1,33.9,63.1,27.1,44.6,23.9,6.6,20.5,21.2,75.4,27.5,70.3,31.6,35.7,5.4,5,41.2,50,32.2,43.1,70.1,,,,2021,,,,-0.23263279288093,62.5,72.4
"UMass Lowell",47.144591237579,83.171014001807,0.0014593328435972,0–1,0,1,15.2,57,17.9,17.2,30.3,24.8,20.4,42.4,72.6,17.1,62.7,6.7,23.1,2,14.6,37.5,62.9,26.8,20.3,71.9,,,,2021,,,,-0.026549116114037,60,54.5
Butler,94.547694984865,99.444281078563,0.3587783389633,0–4,0,4,39.5,59.1,29,21.8,27.8,17.9,18.9,46.3,72.8,34,61.2,29.9,37.1,4.1,19.4,50.7,70.6,51,38.2,72.3,,,,2021,,,,-0.54455961621259,63.9,75
Iowa,124.90013012646,93.974709703476,0.96344229852583,4–9,4,13,58.9,53.5,23.6,32,22,15.9,26,31.7,74.4,58,53.5,40.3,35.6,4.7,7.4,63.7,54.3,39.5,32.9,73.7,,,,2021,,,,0.87098508246399,77.7,67
TCU,97.821321094136,89.637465115118,0.73199061396078,0–11,0,11,40.6,50.9,26.5,28.5,20.7,18,23.1,31.8,74.1,39,51,29.1,33.8,4.5,13.7,55.9,61.7,33.4,28,73.1,,,,2021,,,,-2.4035402800706,71.8,79.1
Oregon,114.88121703431,88.36822458653,0.95335589874509,2–8,2,10,46.5,50.1,16.6,30.2,18.9,19.4,32.6,33.3,66.1,41.1,46.1,39.3,39.3,7.8,9.6,52.2,56.3,30,31.1,66.7,,,,2021,,,,0.39903806477591,73.3,77.5
Florida,106.17554514533,90.43765275201,0.86353671924119,0–7,0,7,43.1,51.1,24.5,22.1,19.8,18.2,30.8,35.7,75.2,42.9,49.9,29.1,37.2,2.6,12.1,32.4,47.1,27.3,19.8,73.3,,,,2021,,,,-1.7042210627859,63.2,77.1
"Saint Mary's",79.650484621146,91.525355771473,0.168242975584,0–2,0,2,36.4,51.6,23.2,22,25.3,21.6,17.1,41.9,67.3,34.4,49.4,26.3,38.2,4.5,11.5,58.1,57.9,38.4,27.6,71.5,,,,2021,,,,-0.57473875084079,73.9,77.8
"Ohio St.",109.64463289124,81.695393231977,0.96719564417385,5–4,5,9,44.7,46.3,35.3,37.6,18,18.7,30.2,32.9,76.6,43.2,51.4,32.2,22.3,7.6,11.5,45,51.6,30.2,28.2,76,,,,2021,,,,3.1913474728573,71.1,71.9
"Florida St.",109.12100793651,82.888509070295,0.95938096268108,2–2,2,4,43.3,48.3,36.2,24.2,18.9,21.5,27.9,36.2,67.3,36.5,48.3,42.1,32.3,9.8,10.2,45.9,69.7,25.4,39.4,68.7,,,,2021,,,,1.220992046588,75.3,77.2
"Seton Hall",100.48308333333,78.459405172414,0.94506963557045,0–2,0,2,37.7,54.3,13.8,13,24.9,24.2,26.2,36.2,78.5,39.2,60,23.5,26.3,4,11.4,39.5,60,39.2,27.5,77.7,,,,2021,,,,-0.085312442009424,88.9,66.7
"North Carolina",103.37849043803,83.633529569272,0.9196390337703,2–4,2,6,43.9,48.2,22.9,20.4,16.4,16.4,23,23.7,72.1,40.3,44,34.1,36.4,9.1,8.3,48.6,59.2,32.7,39.4,72,,,,2021,,,,0.70674944919956,79.1,80.8
"Saint Francis",76.289258979256,95.903562860252,0.067149326248228,0–1,0,1,38.5,55,16.7,23.3,38.6,16.3,32.3,31.3,67.3,43.8,46.7,18.8,53.3,13.3,15.6,52.9,86.2,33.3,25,65.6,,,,2021,,,,-0.30054615383075,87.5,78.6
"Santa Clara",96.932481481481,94.603166666667,0.56947825608369,0–3,0,3,48.7,53.8,16.7,16.8,23.9,25.5,18.2,46.1,64.1,46.5,55.6,35.3,32.7,1.6,6.1,43.8,67.1,34,28.3,68.2,,,,2021,,,,-0.76430988808508,72,82.8
"Loyola Marymount",90.853666213426,85.345958900254,0.67242555199092,0–2,0,2,39.5,46.2,30,20.8,26.5,20.6,18.8,46.7,68,34.2,51.7,37.5,23.3,5.7,5.3,45.7,65.5,24,33.1,72.3,,,,2021,,,,-0.57473875084079,73.3,81.5
"Miami OH",101.25104972992,114.6320300191,0.19349972691412,0–1,0,1,47.6,61.4,14.5,35.7,30.9,12.1,38.5,44.1,74.5,48.5,64.6,31,36.4,2.1,6.1,36,51.3,46.8,31.4,69.7,,,,2021,,,,-0.22077549751652,66.7,72
Temple,93.189,107.99,0.15509284282316,0–1,0,1,26.7,58.9,21.7,34.2,25.4,8.5,27.1,52.8,70.9,27,60.8,17.4,36.4,9.8,18.9,42.9,56.4,38.3,30.1,69.7,,,,2021,,,,-0.042108417094834,69.2,68
Monmouth,70.931040700863,95.612090793656,0.031255725929606,0–1,0,1,37.8,58,41.5,33.9,44.5,19.3,35.5,34.5,67.4,28.6,76,38.5,29,4,21.4,84.6,60.7,31.7,55.4,71.2,,,,2021,,,,-0.16529921362019,41.2,89.5
Southern,86.185921989791,85.463004363972,0.52419795847484,0–2,0,2,34.7,50,23.8,32,32.2,26.5,23.9,56.6,69.9,35.1,53.2,22.2,21.1,0.9,12.2,34.4,54.8,26.7,14.8,68,,,,2021,,,,-0.21764544207774,66.7,63.4
California,80.696089026187,86.026474040353,0.32396765999696,0–7,0,7,32.9,49.8,28.6,18.2,34.2,13.6,33.8,33.8,68.4,36.7,50.9,14.4,31.3,8.1,11.6,53.2,58.3,25.2,28.8,69,,,,2021,,,,-0.84748017845701,58.8,71.8
"Georgia St.",72.464333765904,85.183070986101,0.13474448490724,0–2,0,2,28.8,46.1,28,34.9,24.8,22.1,21.5,40.2,74.6,28.7,45.3,19.4,32.4,6.3,19.5,48.4,66.7,26.3,26.4,75.9,,,,2021,,,,-0.43796037386517,63.6,62.2
"Miami FL",100.04239788205,93.831875793418,0.67634576647269,0–5,0,5,43.9,54.8,17.2,27.5,18.6,20.1,27.4,31.8,66.6,43,58.1,30.1,34.1,4.1,7.3,48.2,56.5,40.7,47.1,67.5,,,,2021,,,,-1.1909614614917,63.5,83.1
Georgia,101.67335689369,73.902019970217,0.97512710071386,6–3,6,9,43.7,41.5,23.8,30.8,22.8,22.7,31.6,32.7,73,42.4,42.5,31.9,25,13.2,12.6,51.8,37.5,24,20.9,72.6,,,,2021,,,,3.8614764543958,70.9,73.1
"Arizona St.",100.14636597222,82.317052777778,0.90504886943646,1–5,1,6,40.1,48.5,32.1,29.9,27.4,23.8,29.4,37.4,65.1,36.5,47.8,31.2,33.3,4.5,15.3,58.3,47.9,34.9,33.1,65.4,,,,2021,,,,0.49142751297697,70,75
Marshall,81.076166666667,98.2955,0.098431436331176,0–1,0,1,33.7,59.8,43.5,16.4,26.3,18.6,22.2,40,64.6,42.3,66.7,15,31.8,0,3.8,50,60.6,43.5,36.1,65.7,,,,2021,,,,-0.29285538799741,70,60
"Eastern Michigan",107.06433333333,90.906166666667,0.8677745700333,0–1,0,1,35.7,50.9,58.9,67.9,19.3,23.4,21.4,47.1,72.7,28.9,48.6,33.3,37.5,5.4,2.6,82.4,75,32.1,30.2,77.3,,,,2021,,,,-0.27994330780753,84.8,63.9
Mercer,100.0475,97.976833333333,0.55983962163925,0–1,0,1,42.4,62.3,22.7,47.2,20.7,25.9,23.9,30.4,77.3,34.8,66.7,40,25,2.2,4.3,50,59.4,30.3,15.1,74.2,,,,2021,,,,-0.33539949618085,53.3,68
"Oregon St.",114.30533287982,86.212935090703,0.96244279931717,3–5,3,8,46.8,45.2,23.9,16.2,19.9,9.5,22.8,32.6,67.1,44.1,38.7,34.9,40.4,11.6,7.8,56,57.1,33.6,30,68.4,,,,2021,,,,1.9335348813968,77.4,81.1
Lipscomb,81.046146209598,87.648619370072,0.28891748490568,0–1,0,1,40.2,48.4,21.4,37.7,29.5,24.1,20,41.7,74.7,25,56.8,34.4,17.6,2.3,29.2,76.5,46.4,57.1,27.9,73.7,,,,2021,,,,-0.19783555109842,58.3,78.3
"James Madison",91.475916666667,93.644333333333,0.43304847278345,0–2,0,2,35.5,53.9,15.6,34.3,20.7,20.1,32.3,51.9,74.3,38.9,50.9,19.6,43.3,5.5,6.7,33.3,53.6,36.2,21.4,73,,,,2021,,,,-0.26592475782722,59.1,72.9
Georgetown,77.81019840033,84.315845897803,0.28426174821235,0–3,0,3,32.3,54.5,17.1,22.2,27.9,22.4,24.8,33.3,66.9,32.7,58.7,21.1,31.7,5.8,13.1,44.7,79,34.8,37.7,66.2,,,,2021,,,,-0.40766025275799,53.6,70.3
"Wright St.",92.145166666667,90.0785,0.56484836937434,0–1,0,1,31.4,55.3,24.4,45.6,16.2,24.4,44.8,35.5,73.9,38.3,50,5.6,46.7,7.1,1.7,12.5,64.3,23.1,26.3,74.4,,,,2021,,,,-0.1368993634546,52.6,73.1
"Iowa St.",120.65092810051,90.08603134543,0.96641676594938,3–8,3,11,50.5,49.7,26,22,19.9,16.9,24.9,33.3,71.1,46.2,45,37.3,40.3,6.9,15.6,52.9,63.7,44,30.4,70.4,,,,2021,,,,0.69357703307307,83.5,74.4
Purdue,101.40705533091,90.404778265725,0.78930209739683,0–11,0,11,47.4,52.3,21.5,27.9,24.2,18.7,29.2,40.5,69.2,44.9,53.3,35,33.2,5.4,10.5,52.5,62.4,32.9,27.3,67.9,,,,2021,,,,-2.4510364992075,63.7,77.5
Drake,108.450771185,96.107246121057,0.80052259427401,0–5,0,5,54.3,56.6,23.1,33,25.2,19.8,25.9,34.5,76.9,53.9,52.3,36.6,44,8.7,9.9,64.6,58.2,37,31.4,76.4,,,,2021,,,,-1.3626423850298,71.4,76.2
Marquette,93.915158536585,83.915708130081,0.78493461683397,0–3,0,3,39.3,55.4,10.7,14,25.6,21.8,26.1,33.7,70.3,39.4,54.3,25.7,38.6,3.9,14.8,69.2,60.9,19.8,30.6,69.6,,,,2021,,,,-0.12494103708718,57.9,65.4
Hampton,78.497310194251,104.36631672049,0.036414638957927,0–1,0,1,32.7,63.3,42.9,21.9,32.3,23.9,28.2,51.7,71.2,29.4,57.1,26.7,50,0,23.5,71.4,71.4,30.6,34.4,75.2,,,,2021,,,,-0.16529921362019,61.9,92.9
Milwaukee,114.10566666667,71.948666666667,0.99505035853993,1–0,1,1,49,35.4,38.8,24.6,22.8,16.7,25.9,38.6,65.7,48.6,38.5,33.3,15.4,3.8,8.1,59.1,81.8,24.5,20,64.8,,,,2021,,,,0.67765218925144,84.2,56.3
Portland,88.985095238095,97.415333333333,0.26097261679025,0–3,0,3,38.9,56.9,35.6,33.3,29.2,20.9,24.3,44.3,68.5,39.1,57.3,25.6,37.2,0.8,12.7,60.4,64.8,26.2,24.7,72,,,,2021,,,,-0.82127924434742,75.5,70.7
"San Francisco",107.37412047898,97.994343760182,0.74100688379915,0–3,0,3,46,57.9,32,29.8,17.3,21.1,23.5,37.5,69.5,43.4,53.8,33.3,44.1,3.4,8.5,66.7,65.6,39.4,33.1,72.4,,,,2021,,,,-0.75706493136683,66.1,71.7
Connecticut,116.26170114456,77.572364735514,0.99055961450254,3–1,3,4,53.9,46.3,20.8,21.8,19.4,21.1,27.3,32.7,71.4,53.8,43.5,36,36.4,13.1,7.7,63.1,47.7,33.7,25.7,69.4,,,,2021,,,,2.15576876696,54.7,53.6
"Florida Gulf Coast",98.8495,77.497666666667,0.94259647840364,0–1,0,1,56.8,45.5,15.2,51.5,21,18.7,8.3,25,85.7,67.7,42.9,31.4,35.3,8.2,3.2,43.8,33.3,53,25.8,79.7,,,,2021,,,,-0.40962891358431,50,76.5
Missouri,113.97121661143,92.109692359052,0.92049606358819,0–7,0,7,52.6,49,23.1,30.3,19.6,13.3,22.9,31.1,70,53.4,47.7,34.2,34.5,4.9,12.4,50.5,46.9,37.4,32.7,67.9,,,,2021,,,,-2.0037921814135,75,73.7
"South Dakota St.",108.016,75.476611111111,0.98405050791558,3–0,3,3,51,40.7,42.3,24.7,23,19.8,18.1,33.6,69.9,49.5,47.2,35.4,19.7,8.1,6.6,60.3,55.6,41.7,36.6,71,,,,2021,,,,1.9478156586095,78.8,72.9
Bradley,99.319508698454,86.941048646907,0.82212111924004,0–2,0,2,46.4,46.1,17,37.1,22.3,23.7,18.5,40.3,69.6,46.8,47.6,30.3,28.1,3.6,13.9,48.9,51,29.5,27.6,69.8,,,,2021,,,,-0.5841552818178,73.7,69.8
Gonzaga,136.31883333333,95.151833333333,0.98424179480267,0–1,0,1,60.9,50,23.6,75.9,21.9,17.5,27.6,41.7,68.4,55.6,49,47.4,40,10.2,11.1,69,46.2,34.5,9.3,67.3,,,,2021,,,,-0.062363105526611,38.5,61
"South Florida",116.84516666667,77.7745,0.99081462533506,0–1,0,1,43.1,36.8,27.6,33.8,25.9,23,35,51.1,69.6,32.3,43.9,37,0,1.8,22.6,70,80,46.6,16.2,66.6,,,,2021,,,,-0.057683596766432,75,73.9
Belmont,78.1915,78.409666666667,0.49199015018017,0–1,0,1,31.4,47.1,33.9,20.6,23.5,20.7,26.7,40.5,72.5,36.8,54.2,14.3,20,4.2,5.3,58.8,40,35.6,29.4,73.8,,,,2021,,,,-0.29285538799741,65,42.9
"N.C. State",117.05093663375,79.537080394268,0.98838112473772,7–1,7,8,48.7,44.1,28.5,18.4,16.2,13.8,26.8,25.2,67.7,49.7,42.2,31.2,32,6.9,7.5,47.3,42,32.5,32.8,68.7,,,,2021,,,,5.1504629994253,75.6,72.6
Pittsburgh,101.29243666017,94.524863794672,0.68894927038888,0–5,0,5,43.9,51.9,25,29.8,26.8,15.6,36.5,36.7,67.8,37.7,45.8,39.3,41.2,10,8.3,50.9,66.9,29.2,38.5,68.8,,,,2021,,,,-1.2048295791322,61.1,77.2
Furman,87.597694201319,96.917558810504,0.23817351247812,0–2,0,2,35.3,57.9,27.5,20.8,29.6,22.4,30.5,36.5,69.3,30.6,50,29.7,53.1,2.3,15.3,66.7,60.7,33.9,26.7,67.4,,,,2021,,,,-0.37849572559572,63.3,80
Syracuse,103.10891878307,88.040352726936,0.86019280352001,0–5,0,5,45.8,50.5,19.9,27.2,22.5,17.7,27.5,29.8,67.7,49.2,49.5,25.8,35.1,13.8,3.6,52.9,58.5,32.5,32.4,68.8,,,,2021,,,,-0.92702737970537,75.4,83.5
"Jacksonville St.",75.171372199815,79.310320744504,0.35060642125807,0–1,0,1,33.9,41,16.1,13.9,23.4,18.2,17.8,28.3,76.9,34.1,39.3,22.2,31.3,3.6,18.2,15.8,51.9,29,22.2,73.8,,,,2021,,,,-0.1806601744973,50,90
"McNeese St.",56.805233128433,96.76934835208,0.0021803847322048,0–1,0,1,14.4,64.9,23.1,32.5,44.1,19.7,25,48.5,86.1,17.6,74.6,5.6,22.2,0,23.5,57.1,68.8,34.6,23.4,82.5,,,,2021,,,,-0.026049179437515,75,68
"Detroit Mercy",76.6636537327,89.343956180754,0.14675808211589,0–1,0,1,40,50,20,25,33.9,16.3,15.2,45.2,73.7,41.2,53.3,25,29.6,2.2,5.9,55.6,81.3,32,37.5,71.8,,,,2021,,,,-0.30054615383075,50,55.6
"East Tennessee St.",77.408542903901,77.302060330596,0.50395746700362,0–1,0,1,35.7,47.4,23.2,31.6,29.6,32.3,25.6,40,74.3,35,48.8,25,28.6,2.3,12.5,50,48,28.6,24.6,73.3,,,,2021,,,,-0.19783555109842,76.9,72.2
Duquesne,73.054614998746,85.181527464259,0.14602316794242,0–1,0,1,23.4,52.3,33.9,36.4,23.3,19.4,24,35.9,77.4,32.5,57.7,4.5,21.4,7.7,12.5,14.3,45.5,35.5,21.2,72.4,,,,2021,,,,-0.22077549751652,85.7,54.2
"Virginia Tech",113.17410604891,83.49573032175,0.97061703275345,1–4,1,5,45.8,49.5,26.9,30.3,15.7,18.2,26.5,26.3,68.5,42.6,51,33.9,31,7.2,10,52.9,46.2,38.3,34,69.5,,,,2021,,,,0.10387111365033,77.1,71.9
"North Carolina Central",102.07433941813,106.97117100445,0.36845117920447,0–1,0,1,46.3,75,17.6,38.3,20.9,23.4,20,36.4,81.2,40.5,78.6,35.5,44.4,0,10.8,30.8,56.1,45.6,30,81.2,,,,2021,,,,-0.10055112742506,58.3,78.3
"North Dakota St.",98.428833333333,97.582,0.52482168540231,0–1,0,1,50.9,58.1,30.2,25.8,21.7,14.5,20.7,32.3,69,47.7,58.5,44.4,38.1,9.8,13.6,44,46.9,17,33.9,68,,,,2021,,,,-0.21819341592803,62.5,81.3
"Northwestern St.",63.385494688826,128.58425164681,0.0002931546884242,0–2,0,2,29,69.2,7.5,25.6,37.3,11.5,22.9,65.6,73.8,21.7,66.4,23,52.9,0.8,21.7,66.7,71.7,57,21.8,72,,,,2021,,,,-0.20337154725184,87.5,80
Arkansas,124.01697025534,91.860884366069,0.96928018194778,2–7,2,9,47.7,56.2,32.4,25.4,13,21.7,21.2,37.5,75.9,43.7,54.2,36.8,41,5,10.5,37.2,56.1,34.8,28.3,74.6,,,,2021,,,,0.60290145999739,74.7,70.5
"George Washington",91.384326732558,107.03789701054,0.13964361861084,0–1,0,1,41.1,68.3,39.3,14.3,11.3,25.4,10.3,46.4,70.8,42.6,59.4,22.2,51.6,6.3,8.5,59.1,51.4,16.1,49.2,70.5,,,,2021,,,,-0.23896389852264,50,66.7
Oakland,89.57175818683,99.56148440128,0.22864887969128,0–2,0,2,40.3,62.8,24.2,31,22.5,25,19.5,50.8,78,45.2,61.8,20,44.4,2.9,14.3,58.7,64,32.3,20.9,77.2,,,,2021,,,,-0.56688564012836,60,67.5
"Southeast Missouri St.",94.335833333333,86.4095,0.73287923993933,0–1,0,1,31.8,42.2,40,42.2,28,23.6,38.1,54.5,67.8,24.4,51.1,35.7,11.8,2.1,24.4,60,57.7,25.5,26.6,68.2,,,,2021,,,,-0.18986252250382,81.8,74.1
"UNC Greensboro",76.329244673983,87.157520981278,0.17863829014514,0–1,0,1,35.2,44.7,7.4,15.2,25.4,15.9,21.6,45,63.1,29.2,45.8,26.7,27.8,4.2,20.8,73.3,85.2,55.6,27.3,62.2,,,,2021,,,,-0.19783555109842,50,70
"Little Rock",100.53719504715,98.630301048237,0.5548326270687,0–2,0,2,42.9,59.7,35.7,38.9,24.5,13.4,38,19,67.3,45,53.2,16.7,45.7,1.6,5,51.1,46.3,10.7,42.6,64.9,,,,2021,,,,-0.73998768287806,75,71.4
Rutgers,116.55604545455,84.788507323232,0.97489935300232,3–3,3,6,50.7,49.7,26.2,34.6,20.7,21.7,38.1,38.6,67.5,49.2,44.4,35.9,39.8,14.3,6.9,52.1,63,32.2,34.6,65,,,,2021,,,,1.5129362329883,72.6,72
USC,105.70743080782,92.444796147959,0.82371615091642,1–9,1,10,43,55.6,26.3,26.6,16.9,17.6,14.6,34.1,70.6,40.4,50.9,32.6,41.9,6.6,11.9,55.3,61.8,29.9,39.4,71.5,,,,2021,,,,-0.40862017982525,71.5,71.7
UNLV,93.511333333333,97.714166666667,0.37622908396789,0–1,0,1,32.7,62.7,55.8,14.7,24.6,15.5,20.9,35.3,77.3,23.5,68.6,33.3,33.3,2,29.4,42.9,53.5,34.6,32,77.5,,,,2021,,,,-0.033181905845781,69,63.6
Manhattan,76.813575708601,99.782468317214,0.047042101668138,0–1,0,1,27.7,55.4,40.4,26.2,33.1,15.1,29.7,47.1,66.4,28,57.1,18.2,34.8,7.1,16,81.8,62.5,46.8,35.4,70.1,,,,2021,,,,-0.16529921362019,78.9,70.6
Utah,101.44390677293,93.516258434828,0.71824300745671,1–9,1,10,41.6,53.6,32.7,27.1,25.8,18.2,32.6,36.9,69.3,42.3,50.7,26.9,39.3,9.2,11.2,51.5,59.7,39.3,35.3,70,,,,2021,,,,-0.46635870134447,70.3,70.8
"Louisiana Tech",89.083833333333,95.91,0.29962749060318,0–1,0,1,43,53.8,36,25.8,39.1,22.2,40.6,36.4,76.7,42.5,57.1,30,29.4,4.1,7.5,35,48.5,20,25.8,78.5,,,,2021,,,,-0.17569157458986,77.8,76.5
Stanford,121.26384373347,68.745642487489,0.99853858328833,10–1,10,11,52,38.7,21.3,18.2,20.2,21,32.7,29,68.2,47.8,36.3,40.8,28.6,14.9,6.4,52.5,48.7,31.4,37,69.5,,,,2021,,,,8.1132795767827,75.7,67.2
Longwood,99.773540704106,110.08437994837,0.24398442659346,0–1,0,1,37.7,60.6,14.3,27.3,12,21.4,28.8,53.3,74.9,39.2,63,23.1,33.3,0,2,23.1,50,33.8,18.2,75.7,,,,2021,,,,-0.30364423295086,54.5,77.8
"Sacred Heart",58.4378834472,103.67730598518,0.0013678216053285,0–1,0,1,20.8,63.9,29.2,47.5,43.9,21.9,32.6,55.2,73,16,60,17.4,54.5,2,28,50,47.2,47.9,18,77,,,,2021,,,,-0.16529921362019,71.4,72.4
"Western Kentucky",81.171543608734,92.617242357741,0.17990787354666,0–1,0,1,32.7,48,30.9,32,29.3,17.3,23.3,51.1,75,23.1,50.9,27.6,27.3,1.9,15.4,71.4,66.7,52.7,29.3,74,,,,2021,,,,-0.19783555109842,64.7,62.5
"Texas Tech",99.494243794361,93.739745545545,0.66488523717129,1–9,1,10,40.2,50.1,30.9,27.6,21.4,15.9,25.2,37.9,72.5,42.1,47.3,23.7,38.5,9.3,11.2,49.8,57.4,28.7,26.6,71.8,,,,2021,,,,-1.364649777039,75.8,74.7
Michigan,113.47741894762,85.46923629209,0.96301813830516,3–5,3,8,44.9,47.8,37.7,31.7,23,15.8,37.1,28,69.7,47.7,42.7,25,39.2,6.4,9,57.1,53.2,27.8,31.7,68,,,,2021,,,,1.1306716379046,74.1,77.1
